Zip,City,State
98321,Buckley,WA
99037,Veradale,WA
96801,Honolulu,HI
99615,Kodiak,AK
11451,Jamaica,NY
04123,Portland,ME
04857,Saint George,ME
26350,Gilmer,WV
26719,Fort Ashby,WV
35213,Birmingham,AL
36455,Lockhart,AL
36544,Irvington,AL
38475,Olivehill,TN
22974,Troy,VA
30548,Hoschton,GA
31825,Richland,GA
20757,Temple Hills,MD
29605,Greenville,SC
29638,Donalds,SC
81059,Model,CO
81126,Chama,CO
83014,Wilson,WY
83334,Hansen,ID
71403,Anacoco,LA
71450,Marthaville,LA
72824,Belleville,AR
73069,Norman,OK
73747,Isabella,OK
95055,Santa Clara,CA
95682,Shingle Springs,CA
95958,Nelson,CA
90247,Gardena,CA
98037,Lynnwood,WA
98843,Orondo,WA
99180,Usk,WA
90853,Long Beach,CA
91764,Ontario,CA
92271,Rancho Mirage,CA
85635,Sierra Vista,AZ
77084,Houston,TX
77245,Houston,TX
39534,Biloxi,MS
40330,Harrodsburg,KY
42051,Hickory,KY
62240,East Carondelet,IL
62557,Pana,IL
56741,Oak Island,MN
46105,Bainbridge,IN
47270,Paris Crossing,IN
47865,Paxton,IN
48466,Peck,MI
48901,Lansing,MI
02171,Quincy,MA
60546,Riverside,IL
61545,Lowpoint,IL
56122,Chandler,MN
57543,Kadoka,SD
58441,Fullerton,ND
63938,Fagus,MO
64463,King City,MO
72117,North Little Rock,AR
72611,Alpena,AR
73070,Norman,OK
70112,New Orleans,LA
70783,Ventress,LA
78233,San Antonio,TX
78539,Edinburg,TX
78771,Austin,TX
79721,Big Spring,TX
00669,Lares,PR
01864,North Reading,MA
95550,Korbel,CA
97360,Mill City,OR
97436,Elkton,OR
91797,Pomona,CA
92688,Rancho Santa Margarita,CA
88252,Jal,NM
89712,Carson City,NV
99753,Koyuk,AK
33932,Fort Myers Beach,FL
37242,Nashville,TN
32772,Sanford,FL
63199,Saint Louis,MO
64086,Lees Summit,MO
19046,Jenkintown,PA
19399,Southeastern,PA
70570,Opelousas,LA
70772,Rosedale,LA
56111,Alpha,MN
57737,Enning,SD
74078,Stillwater,OK
49705,Afton,MI
50003,Adel,IA
52317,North Liberty,IA
53184,Walworth,WI
53713,Madison,WI
53787,Madison,WI
44281,Wadsworth,OH
44325,Akron,OH
46544,Mishawaka,IN
46932,Galveston,IN
49902,Alpha,MI
49958,Pelkie,MI
50644,Independence,IA
52766,Nichols,IA
53225,Milwaukee,WI
37912,Knoxville,TN
38878,Vardaman,MS
40456,Mount Vernon,KY
40737,Keavy,KY
40744,London,KY
41311,Beattyville,KY
41314,Booneville,KY
55932,Elgin,MN
55975,Spring Valley,MN
29698,Greenville,SC
30236,Jonesboro,GA
30521,Carnesville,GA
19023,Darby,PA
19184,Philadelphia,PA
19505,Bechtelsville,PA
12910,Altona,NY
13206,Syracuse,NY
13752,De Lancey,NY
16066,Cranberry Twp,PA
16550,Erie,PA
16922,Galeton,PA
17073,Newmanstown,PA
32434,Mossy Head,FL
26814,Riverton,WV
27941,Harbinger,NC
23123,New Canton,VA
25571,West Hamlin,WV
01720,Acton,MA
02166,Auburndale,MA
04426,Dover Foxcroft,ME
04760,Monticello,ME
11710,Bellmore,NY
00622,Boqueron,PR
54014,Hager City,WI
54416,Bowler,WI
54849,Lake Nebagamon,WI
55814,Duluth,MN
13766,Maine,NY
14589,Williamson,NY
15045,Glassport,PA
15734,Dixonville,PA
31324,Richmond Hill,GA
33611,Tampa,FL
20088,Washington,DC
24050,Roanoke,VA
24281,Rose Hill,VA
30132,Dallas,GA
18417,Equinunk,PA
36125,Montgomery,AL
27420,Greensboro,NC
27619,Raleigh,NC
07530,Paterson,NJ
10595,Valhalla,NY
01092,West Warren,MA
01517,East Princeton,MA
02356,North Easton,MA
48105,Ann Arbor,MI
42330,Central City,KY
42458,Spottsville,KY
43517,Edgerton,OH
45683,Stockdale,OH
46384,Valparaiso,IN
37088,Lebanon,TN
38841,Ecru,MS
39149,Pinola,MS
50347,Des Moines,IA
34950,Fort Pierce,FL
94025,Menlo Park,CA
94147,San Francisco,CA
52759,Montpelier,IA
53007,Butler,WI
55960,Oronoco,MN
58416,Binford,ND
62226,Belleville,IL
65663,Half Way,MO
66208,Shawnee Mission,KS
68528,Lincoln,NE
75439,Ector,TX
75949,Huntington,TX
77269,Houston,TX
77272,Houston,TX
77588,Pearland,TX
78028,Kerrville,TX
78474,Corpus Christi,TX
63022,Ballwin,MO
73114,Oklahoma City,OK
70558,Milton,LA
71652,Kingsland,AR
83808,Calder,ID
84535,Monticello,UT
97885,Wallowa,OR
99125,Endicott,WA
96779,Paia,HI
97408,Eugene,OR
80925,Colorado Springs,CO
89705,Carson City,NV
91050,Pasadena,CA
91732,El Monte,CA
91759,Mt Baldy,CA
95320,Escalon,CA
28692,Vilas,NC
29567,Little Rock,SC
29687,Taylors,SC
30110,Bremen,GA
30222,Greenville,GA
38736,Doddsville,MS
44243,Kent,OH
44648,Massillon,OH
45771,Racine,OH
46312,East Chicago,IN
47129,Clarksville,IN
47470,Williams,IN
31602,Valdosta,GA
32514,Pensacola,FL
98500,Tumwater,WA
99610,Kasilof,AK
99641,Nunapitchuk,AK
80830,Matheson,CO
95427,Comptche,CA
96047,Igo,CA
96830,Honolulu,HI
97114,Dayton,OR
56382,Swanville,MN
58122,Fargo,ND
58541,Golden Valley,ND
58730,Crosby,ND
55968,Reads Landing,MN
45612,Bainbridge,OH
46865,Fort Wayne,IN
47036,Oldenburg,IN
52040,Dyersville,IA
52642,Rome,IA
62623,Oakford,IL
63730,Advance,MO
49093,Three Rivers,MI
31207,Macon,GA
31815,Lumpkin,GA
32978,Sebastian,FL
23084,Kents Store,VA
16053,Renfrew,PA
16301,Oil City,PA
12451,Leeds,NY
12901,Plattsburgh,NY
13304,Barneveld,NY
25231,Advent,WV
25711,Huntington,WV
25776,Huntington,WV
34973,Okeechobee,FL
17757,Wolf,PA
18106,Allentown,PA
18510,Scranton,PA
27242,Eagle Springs,NC
29532,Darlington,SC
96844,Honolulu,HI
97140,Sherwood,OR
16115,Darlington,PA
18254,Tresckow,PA
19363,Oxford,PA
33153,Miami,FL
34749,Leesburg,FL
24910,Alderson,WV
26578,Kingmont,WV
27516,Chapel Hill,NC
28371,Parkton,NC
30917,Augusta,GA
31639,Nashville,GA
06778,Northfield,CT
06927,Stamford,CT
12541,Livingston,NY
12544,Mellenville,NY
03774,North Haverhill,NH
71326,Clayton,LA
73439,Kingston,OK
47866,Pimento,IN
49685,Traverse City,MI
49863,Nadeau,MI
50059,Cooper,IA
50546,Havelock,IA
78368,Mathis,TX
78781,Austin,TX
80824,Kirk,CO
81516,Snowmass Village,CO
88211,Artesia,NM
89074,Henderson,NV
89406,Fallon,NV
75238,Dallas,TX
76273,Whitesboro,TX
77070,Houston,TX
67544,Hoisington,KS
85630,Saint David,AZ
39042,Brandon,MS
40076,Waddy,KY
40251,Louisville,KY
40504,Lexington,KY
45812,Alger,OH
46290,Indianapolis,IN
46885,Fort Wayne,IN
64484,Rushville,MO
65710,Morrisville,MO
66415,Centralia,KS
66865,Olpe,KS
68315,Belvidere,NE
68532,Lincoln,NE
75037,Irving,TX
75115,Desoto,TX
80122,Littleton,CO
80812,Cope,CO
80817,Fountain,CO
60944,Hopkins Park,IL
78573,Mission,TX
79941,El Paso,TX
62690,Virden,IL
72401,Jonesboro,AR
71635,Crossett,AR
24450,Lexington,VA
13618,Cape Vincent,NY
14886,Trumansburg,NY
15960,Twin Rocks,PA
16034,Fenelton,PA
31403,Savannah,GA
19892,Wilmington,DE
20916,Silver Spring,MD
23064,Grimstead,VA
26330,Bridgeport,WV
27120,Winston Salem,NC
29602,Greenville,SC
12093,Jefferson,NY
12424,East Jewett,NY
54111,Cecil,WI
10468,Bronx,NY
17078,Palmyra,PA
17532,Holtwood,PA
01965,Prides Crossing,MA
04098,Westbrook,ME
75491,Whitewright,TX
77029,Houston,TX
67204,Wichita,KS
73093,Washington,OK
73667,Taloga,OK
41033,De Mossville,KY
43939,Mount Pleasant,OH
44254,Lodi,OH
44451,North Jackson,OH
44510,Youngstown,OH
62994,Vergennes,IL
64017,Camden,MO
70507,Lafayette,LA
70583,Scott,LA
71655,Monticello,AR
27588,Wake Forest,NC
28137,Richfield,NC
55145,Saint Paul,MN
73743,Hillsdale,OK
19548,Pine Forge,PA
19730,Odessa,DE
91225,Glendale,CA
24977,Smoot,WV
10801,New Rochelle,NY
25328,Charleston,WV
13837,Shinhopple,NY
29913,Crocketville,SC
12419,Cottekill,NY
12564,Pawling,NY
95301,Atwater,CA
76445,Desdemona,TX
19187,Philadelphia,PA
77659,Sour Lake,TX
75027,Flower Mound,TX
68002,Arlington,NE
78046,Laredo,TX
78225,San Antonio,TX
13677,Pyrites,NY
74336,Jay,OK
15617,Arona,PA
90313,Inglewood,CA
74182,Tulsa,OK
75473,Powderly,TX
05778,Whiting,VT
08057,Moorestown,NJ
08820,Edison,NJ
10540,Lincolndale,NY
95472,Sebastopol,CA
66773,Scammon,KS
08618,Trenton,NJ
60084,Wauconda,IL
10203,New York,NY
37405,Chattanooga,TN
25108,Hewett,WV
29822,Clearwater,SC
12838,Hartford,NY
21111,Monkton,MD
01970,Salem,MA
44709,Canton,OH
02536,East Falmouth,MA
56575,Ponsford,MN
60526,La Grange Park,IL
60537,Millington,IL
62638,Franklin,IL
64146,Kansas City,MO
64185,Kansas City,MO
47355,Lynn,IN
48412,Attica,MI
64740,Deepwater,MO
44428,Kinsman,OH
66033,Greeley,KS
46998,Young America,IN
76502,Temple,TX
50262,Van Wert,IA
78834,Carrizo Springs,TX
50554,Laurens,IA
79702,Midland,TX
43420,Fremont,OH
91786,Upland,CA
40748,London,KY
92366,Mountain Pass,CA
93107,Santa Barbara,CA
81132,Del Norte,CO
03257,New London,NH
75472,Point,TX
75693,White Oak,TX
01222,Ashley Falls,MA
89143,Las Vegas,NV
02115,Boston,MA
90080,Los Angeles,CA
73527,Cache,OK
48875,Portland,MI
40047,Mount Washington,KY
39094,Lena,MS
37602,Johnson City,TN
23240,Richmond,VA
64067,Lexington,MO
23460,Virginia Beach,VA
55779,Saginaw,MN
52648,Pilot Grove,IA
31307,Eden,GA
33858,Loughman,FL
38474,Mount Pleasant,TN
17778,Westport,PA
18018,Bethlehem,PA
43910,Bloomingdale,OH
04014,Cape Porpoise,ME
21092,Long Green,MD
06151,Hartford,CT
23081,Jamestown,VA
06415,Colchester,CT
24520,Alton,VA
14610,Rochester,NY
25422,Great Cacapon,WV
41572,Virgie,KY
16920,Elkland,PA
43532,Liberty Center,OH
24529,Buffalo Junction,VA
38611,Byhalia,MS
19481,Valley Forge,PA
50150,Lovilia,IA
78838,Concan,TX
57059,Scotland,SD
54616,Blair,WI
57456,Leola,SD
59075,Saint Xavier,MT
60203,Evanston,IL
43728,Chesterhill,OH
66102,Kansas City,KS
66547,Wamego,KS
46249,Indianapolis,IN
47039,Pierceville,IN
57468,Pierpont,SD
66937,Clifton,KS
73159,Oklahoma City,OK
32611,Gainesville,FL
54415,Blenker,WI
56657,Marcell,MN
42408,Dawson Springs,KY
30429,Hagan,GA
31205,Macon,GA
47996,West Lafayette,IN
18080,Slatington,PA
18102,Allentown,PA
55113,Saint Paul,MN
72354,Lepanto,AR
29148,Summerton,SC
11378,Maspeth,NY
20075,Washington,DC
25537,Lesage,WV
05739,Danby,VT
26003,Wheeling,WV
01247,North Adams,MA
30164,Rome,GA
97442,Glendale,OR
30287,Morrow,GA
92178,Coronado,CA
99208,Spokane,WA
98101,Seattle,WA
02481,Wellesley Hills,MA
94543,Hayward,CA
01506,Brookfield,MA
94613,Oakland,CA
86338,Skull Valley,AZ
64024,Excelsior Springs,MO
89135,Las Vegas,NV
78582,Rio Grande City,TX
83463,Gibbonsville,ID
59086,Wilsall,MT
68007,Bennington,NE
60190,Winfield,IL
77284,Houston,TX
77439,San Leon,TX
55583,Norwood,MN
37241,Nashville,TN
38392,Mercer,TN
54624,De Soto,WI
46926,Denver,IN
48435,Fostoria,MI
78553,Harlingen,TX
78617,Del Valle,TX
50129,Jefferson,IA
92507,Riverside,CA
76430,Albany,TX
06049,Melrose,CT
56566,Naytahwaush,MN
13473,Turin,NY
13811,Newark Valley,NY
15120,Homestead,PA
15455,Leisenring,PA
15956,South Fork,PA
16228,Ford Cliff,PA
23958,Pamplin,VA
25235,Chloe,WV
25564,Sod,WV
64652,Laredo,MO
20555,Washington,DC
12260,Albany,NY
30044,Lawrenceville,GA
80645,La Salle,CO
83867,Silverton,ID
84089,Clearfield,UT
43783,Somerset,OH
49424,Holland,MI
35610,Anderson,AL
36132,Montgomery,AL
77984,Shiner,TX
15427,Daisytown,PA
81069,Rye,CO
23842,Disputanta,VA
68624,Bellwood,NE
22841,Mount Crawford,VA
85069,Phoenix,AZ
99302,Pasco,WA
91951,National City,CA
79057,Mclean,TX
27846,Jamesville,NC
42566,Yosemite,KY
26443,Troy,WV
27203,Asheboro,NC
29841,North Augusta,SC
46340,Hanna,IN
47117,Elizabeth,IN
37203,Nashville,TN
20167,Sterling,VA
39702,Columbus,MS
44704,Canton,OH
45211,Cincinnati,OH
69361,Scottsbluff,NE
45697,Winchester,OH
62997,Willisville,IL
41063,Morning View,KY
42762,Millwood,KY
75833,Centerville,TX
95648,Lincoln,CA
92008,Carlsbad,CA
91612,North Hollywood,CA
94096,San Bruno,CA
92116,San Diego,CA
93524,Edwards,CA
98074,Sammamish,WA
93645,O Neals,CA
03781,Plainfield,NH
87115,Albuquerque,NM
00951,Toa Baja,PR
89033,North Las Vegas,NV
98264,Lynden,WA
38477,Prospect,TN
38575,Moss,TN
02324,Bridgewater,MA
56376,Saint Martin,MN
16864,Orviston,PA
58310,Agate,ND
60422,Flossmoor,IL
61555,Pekin,IL
61759,Minier,IL
84759,Panguitch,UT
86023,Grand Canyon,AZ
74957,Smithville,OK
76703,Waco,TX
80323,Boulder,CO
80740,Lindon,CO
91024,Sierra Madre,CA
77709,Voth,TX
98188,Seattle,WA
99104,Belmont,WA
99741,Galena,AK
72431,Grubbs,AR
72745,Lowell,AR
73562,Randlett,OK
93235,Ivanhoe,CA
93483,Grover Beach,CA
67055,Greenwich,KS
29458,McClellanville,SC
30274,Riverdale,GA
40253,Louisville,KY
12475,Ruby,NY
13472,Thendara,NY
71903,Hot Springs National Park,AR
56366,Bowstring,MN
57385,Woonsocket,SD
24114,Martinsville,VA
53141,Kenosha,WI
55731,Ely,MN
56668,Ranier,MN
58318,Bottineau,ND
58452,Jessie,ND
72719,Centerton,AR
73142,Oklahoma City,OK
74015,Catoosa,OK
74130,Tulsa,OK
70712,Angola,LA
57752,Kyle,SD
41074,Dayton,KY
41080,Petersburg,KY
43125,Groveport,OH
43570,West Unity,OH
44443,New Springfield,OH
44505,Youngstown,OH
44691,Wooster,OH
33402,West Palm Beach,FL
33419,West Palm Beach,FL
53125,Fontana,WI
47719,Evansville,IN
48061,Port Huron,MI
49441,Muskegon,MI
49808,Big Bay,MI
31084,Seville,GA
36640,Mobile,AL
39346,Noxapater,MS
40119,Falls Of Rough,KY
40392,Winchester,KY
45869,New Bremen,OH
46058,Mulberry,IN
47235,Freetown,IN
47616,Griffin,IN
78151,Runge,TX
78645,Leander,TX
80828,Limon,CO
61816,Broadlands,IL
62021,Dorsey,IL
63302,Saint Charles,MO
64473,Oregon,MO
72718,Cave Springs,AR
72938,Hartford,AR
73855,Rosston,OK
74084,Wynona,OK
75164,Josephine,TX
89704,Washoe Valley,NV
04020,Cornish,ME
06006,Windsor,CT
12941,Jay,NY
13401,McConnellsville,NY
13847,Trout Creek,NY
14051,East Amherst,NY
14708,Alma,NY
15034,Dravosburg,PA
15314,Bentleyville,PA
07877,Swartswood,NJ
16414,Bloomfield,PA
40336,Irvine,KY
26755,Rio,WV
27315,Providence,NC
33602,Tampa,FL
50056,Colo,IA
50426,Carpenter,IA
51447,Kirkman,IA
52204,Amana,IA
30275,Sargent,GA
32580,Valparaiso,FL
54153,Oconto,WI
37087,Lebanon,TN
62467,Teutopolis,IL
45346,New Madison,OH
45686,Vinton,OH
61014,Chadwick,IL
46146,Homer,IN
48740,Harrisville,MI
71638,Dermott,AR
27836,Greenville,NC
72045,El Paso,AR
41203,Beauty,KY
72227,Little Rock,AR
28478,Willard,NC
75242,Dallas,TX
30052,Loganville,GA
56087,Springfield,MN
55905,Rochester,MN
55424,Minneapolis,MN
74082,Vera,OK
38195,Memphis,TN
39629,Bogue Chitto,MS
11713,Bellport,NY
32159,Lady Lake,FL
20101,Dulles,VA
36052,Mathews,AL
22047,Falls Church,VA
41042,Florence,KY
23841,Dinwiddie,VA
43013,Croton,OH
07511,Totowa,NJ
17401,York,PA
15417,Brownsville,PA
03804,Portsmouth,NH
17033,Hershey,PA
03840,Greenland,NH
12501,Amenia,NY
05032,Bethel,VT
05826,Craftsbury,VT
23431,Smithfield,VA
13340,Frankfort,NY
13797,Lisle,NY
02567,Sagamore,MA
17777,Watsontown,PA
26339,Center Point,WV
80124,Littleton,CO
27156,Winston Salem,NC
92079,San Marcos,CA
92316,Bloomington,CA
58384,Willow City,ND
93034,Oxnard,CA
60660,Chicago,IL
85610,Elfrida,AZ
57454,Langford,SD
98385,South Prairie,WA
32438,Fountain,FL
95127,San Jose,CA
35971,Fyffe,AL
95930,Clipper Mills,CA
48556,Flint,MI
75441,Enloe,TX
49130,Union,MI
50157,Malcom,IA
65212,Columbia,MO
11935,Cutchogue,NY
63539,Ethel,MO
39051,Carthage,MS
05769,Salisbury,VT
01085,Westfield,MA
01340,Colrain,MA
25728,Huntington,WV
26035,Colliers,WV
34230,Sarasota,FL
34742,Kissimmee,FL
36279,Wellington,AL
37020,Bell Buckle,TN
21787,Taneytown,MD
22560,Tappahannock,VA
22812,Bridgewater,VA
21075,Elkridge,MD
28668,Roaring Gap,NC
28786,Waynesville,NC
29650,Greer,SC
24256,Haysi,VA
24285,Stonega,VA
78615,Coupland,TX
79358,Ropesville,TX
82433,Meeteetse,WY
70879,Baton Rouge,LA
71120,Shreveport,LA
72567,Pleasant Grove,AR
74068,Shamrock,OK
87040,Paguate,NM
87187,Albuquerque,NM
89113,Las Vegas,NV
90056,Los Angeles,CA
98438,Tacoma,WA
91356,Tarzana,CA
92513,Riverside,CA
92663,Newport Beach,CA
92832,Fullerton,CA
74761,Swink,OK
76161,Fort Worth,TX
83650,Murphy,ID
43036,Magnetic Springs,OH
61041,Hanover,IL
62683,Scottville,IL
56032,Freeborn,MN
57785,Sturgis,SD
46126,Fairland,IN
46142,Greenwood,IN
46504,Bourbon,IN
47535,Freelandville,IN
48455,Metamora,MI
49724,Dafter,MI
01886,Westford,MA
02358,North Pembroke,MA
62270,Dupo,IL
56311,Barrett,MN
58124,Fargo,ND
62662,Lowder,IL
64464,Polk,MO
72721,Combs,AR
73005,Anadarko,OK
79338,Levelland,TX
97711,Ashwood,OR
98424,Tacoma,WA
98430,Camp Murray,WA
98464,Tacoma,WA
92372,Pinon Hills,CA
87511,Alcalde,NM
90275,Rancho Palos Verdes,CA
38336,Fruitvale,TN
39088,Holly Bluff,MS
45053,Okeana,OH
45251,Cincinnati,OH
33901,Fort Myers,FL
52207,Baldwin,IA
37025,Bon Aqua,TN
38045,Laconia,TN
33780,Pinellas Park,FL
18451,Paupack,PA
71644,Grady,AR
48202,Detroit,MI
56253,Lake Lillian,MN
41764,Smilax,KY
49668,Mesick,MI
52550,Delta,IA
30467,Sylvania,GA
19718,Newark,DE
21644,Ingleside,MD
13224,Syracuse,NY
15102,Bethel Park,PA
16565,Erie,PA
33064,Pompano Beach,FL
33565,Plant City,FL
21922,Elkton,MD
22034,Fairfax,VA
23704,Portsmouth,VA
01754,Maynard,MA
03438,Harrisville,NH
04116,South Portland,ME
00751,Salinas,PR
13782,Hamden,NY
32321,Bristol,FL
33763,Clearwater,FL
20239,Washington,DC
21274,Baltimore,MD
22315,Alexandria,VA
22442,Coles Point,VA
23129,Oilville,VA
24085,Eagle Rock,VA
18001,Lehigh Valley,PA
33836,Davenport,FL
35063,Empire,AL
12144,Rensselaer,NY
03809,Alton,NH
08213,Cologne,NJ
11555,Uniondale,NY
11558,Island Park,NY
00614,Arecibo,PR
48381,Milford,MI
43025,Hebron,OH
44117,Euclid,OH
44513,Youngstown,OH
46303,Cedar Lake,IN
37411,Chattanooga,TN
38673,Taylor,MS
88581,El Paso,TX
89150,Las Vegas,NV
90022,Los Angeles,CA
92317,Blue Jay,CA
92589,Temecula,CA
92803,Anaheim,CA
54720,Altoona,WI
55581,Monticello,MN
61037,Galt,IL
62426,Edgewood,IL
62462,Sigel,IL
66610,Topeka,KS
68132,Omaha,NE
74522,Alderson,OK
77028,Houston,TX
78572,Mission,TX
79171,Amarillo,TX
79766,Odessa,TX
72421,Cash,AR
73702,Enid,OK
84401,Ogden,UT
85246,Chandler,AZ
86429,Bullhead City,AZ
99637,Toksook Bay,AK
96002,Redding,CA
96023,Dorris,CA
97407,Allegany,OR
80426,Burns,CO
80736,Iliff,CO
81301,Durango,CO
83451,Teton,ID
91333,Pacoima,CA
91357,Tarzana,CA
94138,San Francisco,CA
29332,Cross Hill,SC
38425,Clifton,TN
39086,Hermanville,MS
40359,Owenton,KY
45350,North Star,OH
45681,South Salem,OH
31119,Atlanta,GA
32214,Jacksonville,FL
32245,Jacksonville,FL
33019,Hollywood,FL
95042,New Almaden,CA
95224,Avery,CA
98226,Bellingham,WA
98536,Copalis Crossing,WA
99107,Boyds,WA
99341,Lind,WA
99722,Arctic Village,AK
84020,Draper,UT
84123,Salt Lake City,UT
95676,Robbins,CA
40297,Louisville,KY
53128,Genoa City,WI
55951,Le Roy,MN
45619,Chesapeake,OH
46162,Needham,IN
46778,Petroleum,IN
49819,Arnold,MI
50438,Garner,IA
52229,Garrison,IA
41128,Carter,KY
42375,Stanley,KY
60033,Harvard,IL
62028,Elsah,IL
63767,Morley,MO
64083,Raymore,MO
48765,Turner,MI
30541,Epworth,GA
31097,Yatesville,GA
31312,Guyton,GA
31999,Columbus,GA
32258,Jacksonville,FL
32537,Milligan,FL
20201,Washington,DC
20233,Washington,DC
20892,Bethesda,MD
42637,Monticello,KY
49759,Millersburg,MI
28607,Boone,NC
50449,Klemme,IA
29666,Ninety Six,SC
50071,Dows,IA
51532,Elliott,IA
52255,Lowden,IA
53553,Linden,WI
54221,Manitowoc,WI
40997,Walker,KY
43016,Dublin,OH
43842,Trinway,OH
39322,Buckatunna,MS
32137,Palm Coast,FL
32826,Orlando,FL
35013,Allgood,AL
35096,Lincoln,AL
45808,Beaverdam,OH
38311,Bath Springs,TN
15915,Johnstown,PA
16111,Atlantic,PA
16803,State College,PA
17036,Hummelstown,PA
18826,Kingsley,PA
28345,Hamlet,NC
28463,Tabor City,NC
29056,Greeleyville,SC
29904,Beaufort,SC
10117,New York,NY
11575,Roosevelt,NY
11789,Sound Beach,NY
24871,Pageton,WV
20035,Washington,DC
20585,Washington,DC
20643,Ironsides,MD
27411,Greensboro,NC
96811,Honolulu,HI
92557,Moreno Valley,CA
92707,Santa Ana,CA
97905,Durkee,OR
99144,Lamona,WA
99575,Crooked Creek,AK
03450,Harrisville,NH
03827,East Kingston,NH
60946,Kempton,IL
63012,Barnhart,MO
63013,Beaufort,MO
79776,Penwell,TX
79902,El Paso,TX
70571,Opelousas,LA
70714,Baker,LA
71921,Amity,AR
72949,Ozark,AR
83406,Idaho Falls,ID
84639,Levan,UT
59925,Marion,MT
68967,Oxford,NE
65439,Bixby,MO
73008,Bethany,OK
77036,Houston,TX
94956,Point Reyes Station,CA
51579,Woodbine,IA
52639,Montrose,IA
54841,Haugen,WI
55068,Rosemount,MN
55561,Monticello,MN
36530,Elberta,AL
36556,Malcolm,AL
37878,Tallassee,TN
39522,Stennis Space Center,MS
40219,Louisville,KY
47060,West Harrison,IN
59703,Butte,MT
60183,Wasco,IL
58779,Ryder,ND
51338,Everly,IA
35441,Akron,AL
36313,Bellwood,AL
43711,Ava,OH
47987,Veedersburg,IN
44399,Akron,OH
46235,Indianapolis,IN
34953,Port Saint Lucie,FL
17024,Elliottsburg,PA
17222,Fayetteville,PA
32158,Lady Lake,FL
32531,Baker,FL
32542,Eglin AFB,FL
33767,Clearwater Beach,FL
24869,North Spring,WV
25432,Millville,WV
20082,Washington,DC
20090,Washington,DC
28747,Lake Toxaway,NC
18041,East Greenville,PA
18624,Lake Harmony,PA
27509,Butner,NC
28261,Charlotte,NC
49003,Kalamazoo,MI
35128,Pell City,AL
25302,Charleston,WV
25904,Pax,WV
42235,Hadley,KY
00917,San Juan,PR
18820,Gibson,PA
19535,Limekiln,PA
27625,Raleigh,NC
44084,Rock Creek,OH
44177,Cleveland,OH
46393,Wheeler,IN
31807,Ellerslie,GA
32701,Altamonte Springs,FL
33624,Tampa,FL
07571,Totowa,NJ
01020,Chicopee,MA
01966,Rockport,MA
02053,Medway,MA
02562,Sagamore Beach,MA
20910,Silver Spring,MD
22203,Arlington,VA
23292,Richmond,VA
24105,Indian Valley,VA
14646,Rochester,NY
16375,Lamartine,PA
11735,Farmingdale,NY
12068,Fonda,NY
25174,Rock Creek,WV
25506,Branchland,WV
34712,Clermont,FL
37161,Shelbyville,TN
37190,Woodbury,TN
18073,Pennsburg,PA
30113,Buchanan,GA
95959,Nevada City,CA
15489,West Leisenring,PA
16740,Mount Jewett,PA
17552,Mount Joy,PA
18424,Gouldsboro,PA
32358,Sopchoppy,FL
32957,Roseland,FL
34690,Holiday,FL
34992,Port Salerno,FL
24468,Mustoe,VA
24631,Oakwood,VA
27850,Littleton,NC
30645,High Shoals,GA
32087,Sanderson,FL
05745,Forest Dale,VT
06081,Tariffville,CT
11791,Syosset,NY
12604,Poughkeepsie,NY
13119,Mottville,NY
00643,Corozal,PR
02401,Brockton,MA
49752,Kinross,MI
78241,San Antonio,TX
78714,Austin,TX
91309,Canoga Park,CA
92197,San Diego,CA
93004,Ventura,CA
94074,San Gregorio,CA
86445,Willow Beach,AZ
95211,Stockton,CA
95229,Douglas Flat,CA
96050,Klamath River,CA
75077,Lewisville,TX
75323,Dallas,TX
75602,Longview,TX
69210,Ainsworth,NE
84716,Boulder,UT
38668,Senatobia,MS
45732,Glouster,OH
45999,Cincinnati,OH
46311,Dyer,IN
65438,Birch Tree,MO
66863,Neal,KS
67744,Ludell,KS
68346,Dunbar,NE
68423,Pleasant Dale,NE
76028,Burleson,TX
77225,Houston,TX
80521,Fort Collins,CO
81521,Fruita,CO
83211,American Falls,ID
84010,Bountiful,UT
84201,Ogden,UT
85942,Woodruff,AZ
59601,Helena,MT
60417,Crete,IL
61361,Sheffield,IL
57647,Parade,SD
58006,Arthur,ND
78215,San Antonio,TX
72327,Crawfordsville,AR
73851,May,OK
71211,Monroe,LA
71753,Magnolia,AR
24412,Bacova,VA
24714,Beeson,WV
30261,Lagrange,GA
30753,Trion,GA
33269,Miami,FL
19979,Viola,DE
20019,Washington,DC
21830,Hebron,MD
08857,Old Bridge,NJ
10993,West Haverstraw,NY
11109,Long Island City,NY
28553,Marshallberg,NC
29214,Columbia,SC
13402,Madison,NY
52570,Milton,IA
53220,Milwaukee,WI
54950,Marion,WI
36736,Dixons Mills,AL
10625,White Plains,NY
10963,Otisville,NY
02177,Melrose,MA
75408,Anna,TX
75659,Jonesville,TX
76249,Krum,TX
77336,Huffman,TX
65759,Taneyville,MO
66650,Powhattan,KS
72099,Little Rock Air Force Base,AR
72423,Tuckerman,AR
74533,Caney,OK
42642,Russell Springs,KY
44644,Malvern,OH
70469,Slidell,LA
27010,Bethania,NC
56072,New Richland,MN
47070,Lovett,IN
47303,Muncie,IN
20024,Washington,DC
20536,Washington,DC
20744,Fort Washington,MD
50562,Mallard,IA
83235,Ellis,ID
84044,Magna,UT
78417,Corpus Christi,TX
79870,Alpine,TX
